workload,db,strategy,arm,metric,n_seeds,mean_pct,median_pct,ci_lo,ci_hi,min_pct,max_pct,sign_consistency,verdict,per_seed
A,vacuum,layers_5,async,e2e_warm_us,10,-15.12,-4.38,-26.52,-5.1,-47.16,-1.58,10/10,robust,01=-9.0;02=-47.2;03=-3.4;04=-2.5;05=-3.7;06=-1.6;07=-4.1;08=-38.4;09=-36.8;10=-4.7
A,vacuum,layers_5,async,first_query_us,10,-22.18,-12.14,-33.39,-12.72,-54.21,-8.03,10/10,robust,01=-18.7;02=-54.2;03=-9.6;04=-9.4;05=-9.8;06=-8.0;07=-11.4;08=-44.9;09=-42.9;10=-12.9
A,vacuum,layers_5,pread,e2e_us,10,53.29,63.24,39.99,65.58,24.7,79.94,10/10,robust,01=39.1;02=26.5;03=63.1;04=70.4;05=63.4;06=71.1;07=68.7;08=25.9;09=24.7;10=79.9
A,vacuum,layers_5,pread,e2e_warm_us,10,31.84,42.71,19.43,43.67,5.54,56.85,10/10,robust,01=11.5;02=5.5;03=42.4;04=47.9;05=43.0;06=48.5;07=46.2;08=8.0;09=8.5;10=56.9
A,vacuum,layers_5,pread,first_query_us,10,-27.63,-13.84,-42.33,-14.44,-70.36,-6.03,10/10,robust,01=-70.4;02=-54.3;03=-9.6;04=-9.0;05=-9.5;06=-6.0;07=-15.4;08=-47.5;09=-42.4;10=-12.3
A,vacuum,layers_92,async,e2e_us,10,-5.32,-9.18,-11.96,4.72,-18.83,35.24,9/10,directional,01=35.2;02=-13.7;03=-9.7;04=-18.8;05=-8.7;06=-6.9;07=-3.1;08=-12.8;09=-11.6;10=-3.2
A,vacuum,layers_92,async,e2e_warm_us,10,-25.97,-28.54,-31.6,-17.69,-38.23,7.28,9/10,robust,01=7.3;02=-35.0;03=-29.1;04=-38.2;05=-29.2;06=-27.3;07=-23.6;08=-30.2;09=-28.0;10=-26.3
A,vacuum,layers_92,async,first_query_us,10,-44.82,-45.59,-49.73,-38.12,-56.69,-18.66,10/10,robust,01=-18.7;02=-54.0;03=-45.5;04=-56.7;05=-45.7;06=-44.2;07=-43.3;08=-47.7;09=-44.4;10=-48.2
A,vacuum,layers_92,pread,e2e_us,10,724.48,674.5,658.69,806.46,603.42,1020.05,10/10,robust,01=1020.1;02=735.7;03=626.8;04=685.2;05=629.4;06=663.0;07=760.4;08=663.8;09=603.4;10=857.1
A,vacuum,layers_92,pread,e2e_warm_us,10,702.92,655.64,638.65,782.5,587.18,990.12,10/10,robust,01=990.1;02=715.2;03=606.1;04=665.2;05=609.1;06=640.3;07=736.1;08=646.1;09=587.2;10=833.8
